k mean_jaccard min_jaccard n_stable
 2    0.9943129   0.9905026        2
 3    0.9924233   0.9791466        3
 4    0.8985529   0.6541313        3
 5    0.9181776   0.6944601        4
 6    0.7737021   0.3186899        3
 7    0.8452972   0.6847714        4
 8    0.8370233   0.5272080        5
 9    0.7801358   0.3555775        5
10    0.7466024   0.4747571        5
